S0,JOURNAL_TITLE,ARTICLE_TITLE,ARTICLE_ABSTRACT
S0,Jurnal Infinity,ANALYZING THE MATHEMATICAL DISPOSITION AND ITS CORRELATION WITH MATHEMATICS ACHIEVEMENT OF ABSTRACT SENIOR HIGH SCHOOL STUDENTS ,"Salah satu standar yang diberikan oleh National Council of Teachers of Mathematics (NCTM) adalah disposisi matematik. Disposisi bukan sekedar merujuk pada sikap tetapi suatu kecenderungan untuk berpikir dan bersikap dalam cara yang positif. Penelitian ini bertujuan untuk menganalisa disposisi matematik dan hubungannya dengan hasil belajar matematika siswa-siswa sekolah menengah atas (SMA). Sampel pada penelitian ini adalah 149 siswa SMA di Bandung. Analisa statistik didasarkan pada korelasi peringkat Spearman dan uji-t. Ditemukan bahwa secara rata-rata, disposisi matematik dari siswa-siswa SMA dikategorikan rendah. Selanjutnya, terdapat korelasi positif dan signifikan antara disposisi matematik dan hasil belajar matematika siswa-siswa SMA, walaupun nilai koefisien korelasinya tidak tinggi. Suatu observasi juga dilakukan untuk menganalisa hubungan ini, dan didapati bahwa walaupun beberapa siswa memiliki disposisi matematik yang baik, kadang kala mereka tidak dapat menyelesaikan ujian dengan baik, karena padatnya kurikulum, dan juga aktifitas sosial mereka, yang membuat hasil belajar matematika mereka lebih rendah. Temuan lainnya adalah bahwa siswa-siswa SMA memerlukan guru-guru matematika dengan lebih banyak strategi mengajar agar mereka dapat memiliki disposisi matematik yang lebih baik.Kata Kunci: Disposisi Matematik, Hasil Belajar MatematikaOne of the evaluation standards given by the National Council of Teachers of Mathematics (NCTM) was mathematical disposition. Disposition refers not simply to attitudes but to a tendency to think and to act in positive ways. This study aimed to analyze the mathematical disposition and its correlation with mathematics achievement of senior high school (SMA) students. A total of 149 SMA students in Bandung were procured as samples. Statistical analysis was based on the Spearman rank correlation and on the t-test. The findings showed that at average, the mathematical disposition of the SMA students were categorizing low. Furthermore, there was a positive and significant correlation between mathematical disposition and mathematics achievement of the SMA students, though the correlation coefficient was not high. An observation was also made to analyze this correlation, and it was found that though some students have good mathematical disposition, sometimes they could not do the tests well, because of the condensed curriculum, and also their social activities, which make their mathematics achievement become lower. Another finding was that SMA students need teachers with some more mathematics teaching strategy for them to gain better mathematical disposition.Key words: Mathematical Disposition, Mathematics Achievement."
S0,Jurnal Infinity,PENGARUH PENDEKATAN SAVI TERHADAP KEMAMPUAN KOMUNIKASI DAN PENALARAN MATEMATIKSERTA KEMANDIRIAN BELAJAR SISWA SMP ,"SAVI kepanjangan dari Somatis, Auditori, Visual, dan Intelektual merupakan sebuah pendekatan dalam pembelajaran yang diharapkan mampu memberikan kontribusi yang baik dalam upaya untuk meningkatkan kemampuan komunikasi dan penalaran matematik serta kemandirian belajar siswa SMP. Dalam pendekatan SAVI seluruh indera dipergunakan dalam belajar. Kemampuan mendengar, membaca, menyimak, merefleksi diri, mengatakan sesuatu, melakukan tindakan, dan mempergunakan intelektual merupakan bagian penting dari pendekatan SAVI. Dengan kemampuan tersebut, akan memudahkan siswa dalam mengkomunikasikan matematika, menggunakan daya nalarnya sehingga mudah difahami dan akhirnya akan menumbuhkan rasa kemandirin belajar yang tinggi.Kata Kunci : Pendekatan SAVI, Komunikasi Matematis, Penalaran Matematis, Kemandirian BelajarSAVI stands for Somatic, Auditory, Visual, and Intellectual is an approach to learning that is expected to give a good contribution in an effort to improve communication skills and mathematical reasoning, the independence of junior high students. In all senses SAVI approach used in the study. Listening skills, reading, listening, reflection, say something, take action, and use the intellectual is an important part of the SAVI approach. With these capabilities, will allow students to communicate mathematics, using the power of reason that is easily understood and will ultimately foster a high sense of independent learning.Key words : SAVI Approach, Mathematical Communication, Mathematical Reasoning, Learning Independence"
S0,Jurnal Infinity,ANALISIS PEMBELAJARAN KONSEP ESENSIAL MATEMATIKA SEKOLAH MENENGAH MELALUI PENDEKATAN KONTEKSTUAL SOCRATES ,"Matematika merupakan ilmu yang terstruktur, dimana untuk menguasai suatu konsep matematika diperlukan penguasaan konsep matematika prasyaratnya. Kenyataan di lapangan penguasaan konsep esensial matematika siswa sekolah menengah masih lemah, dimana mereka kurang memiliki kemampuan pemahaman yang baik terhadap konsep dasar matematika yang berkaitan dengan materi yang akan dibicarakan. Untuk itu dilakukan penelitian untuk menganalisis pembelajaran matematika yang dilakukan oleh guru-guru SMP dan SMA dengan tujuan untuk memperoleh deskripsi tentang kekeliruan penyampaian konsep esensial matematika yang sering dilakukan oleh guru-guru tersebut serta memperbaiki kekeliruan tersebut. Pendekatan yang diterapkan adalah pendekatan kontekstual dengan mengadopsi cara Socrates mengajar murid-muridnya. Socrates mengajar murid-muridnya dengan tanya-jawab yang ditempuh dengan metode induksi dan definisi. Induksi yang menjadi metode Socrates ialah memperbandingkan secara kritis. Dengan melalui induksi sampai kepada definisi, definisi yang dicapai diuji lagi untuk mencapai perbaikan yang lebih sempurna. Hasil penelitian menunjukkan bahwa masih banyak kekeliruan yang dilakukan oleh guru-guru dalam penyampaian konsep-konsep esensial sekolah menengah karena mereka masih terlalu terpaku pada apa yang tertulis pada satu buku teks, tidak pernah melakukan studi komparatif terhadap berbagai sumber belajar, kurang memiliki wawasan yang luas terhadap materi yang sedang dibicarakan, terlalu terpaku kepada kebiasaan mengajar mereka dari waktu ke waktu. Dengan pendekatan Sokrates ini membuat mereka menyadari kekeliruannya, mendiskusikannya untuk perbaikan kekeliruan tersebut, dan membuat mereka termotivasi untuk lebih mengembangkan wawasan pengetahuan mereka.Kata Kunci : konsep esensial matematika, pendekatan kontekstual SokratesAs a subject teaching at any school level, mathematics is a strictly structured knowledge which requires concept mastery in order to comprehensively understand the subject. However, students at general high school level still find this subject a hard one indicated by their low mastery on the basic concepts of this subject. This study revealed that this fact is closely linked to the way the teachers in both Junior high school and senior high school level teach mathematics. It is found that most teachers involved in this study have mistakenly understood the concept which directly influences their teaching. In other words, the teachers still wrongly understand the basic concept due to their reluctance to use other teaching resources other than texts books they so far use. Adopting the Socrates approach in teaching in which question and answer is highly encouraged during the teaching and learning process, this study has been focused on the implementation of the approach resulting in a better understanding of the mathematics basic conceptby the teacher. Through an inductive process in teaching, this study also revealed that the teachers are aware of their wrong understanding upon the concepts of mathematics so far and have higher motivation to further discuss their understanding and widen their knowledge of those concepts crucial in the teaching of mathematics.Key words: essential mathematics concepts, Socrates contextual approach"
S0,Jurnal Infinity,HIMPUNAN KOMPAK PADA RUANG METRIK ,"Makalah ini menyajikan definisi dan teorema-teorema himpunan kompak yang bertujuanuntuk menentukan kekompakan suatu himpunan pada ruang metrik. Misalkan E adalah suatuhimpunan yang tidak kosong pada ruang metrik Kata Kunci : Ruang Metrik, Persekitaran, Titik Limit, Interval Bersarang, SelimutTerbuka, Himpunan Terbuka, Himpunan Tertutup, dan Himpunan Terbatas.This paper presents the definitions and theorems of compact set which aimed to determinethe compactness of a set in a metric space. Suppose E is a non-empty set in a metric spaceKeywords : Metric spaces, Neighborhood, Limit point, Nested interval, Open covering,Open set, Closed set, and Boundary set."
S0,Jurnal Infinity,MENINGKATKAN KEMAMPUAN BERPIKIR KRITIS DAN KREATIF MATEMATIK DENGAN PENDEKATAN MODEL ELICITING ACTIVITIES (MEAS) PADA SISWA SMA ,"Kemampuan berpikir siswa, baik berpikir kritis maupun berpikir kreatif merupakankemampuan yang penting untuk dimiliki agar dapat memecahkan persoalan-persoalan yangdihadapi dalam dunia yang senantiasa berubah. Pembelajaran matematika denganpendekatan Model-Eliciting Activities (MEAs) merupakan suatu alternatif pendekatan yangberupaya meningkatkan kemampuan berpikir kritis dan kreatif matematik siswa agar terusterlatih dengan baik. Penelitian ini bertujuan untuk menelaah peningkatan kemampuanberpikir kritis dan kreatif matematik antara siswa yang memperoleh pembelajaranmatematika dengan pendekatan MEAs dan siswa yang memperoleh pembelajaran denganpembelajaran biasa baik ditinjau secara keseluruhan maupun ditinjau secara kelompok siswa(kelompok atas dan kelompok bawah). Selain itu diungkap pula sikap siswa terhadappembelajaran matematika dengan pendekatan MEAs. Desain penelitian ini adalah pre-testpost-test control group design. Penelitian ini dilakukan di SMA pada level menengah. Datapenelitian dikumpulkan melalui tes dan angket. Analisis data dilakukan terhadap rerata gainternormalisasi antara kedua kelompok sampel dengan menggunakan kesamaan dua rerata.Hasil penelitian menunjukkan bahwa peningkatan kemampuan berpikir kreatif matematiksiswa yang belajar dengan pendekatan MEAs lebih baik secara signifikan daripada siswayang belajar dengan pembelajaran biasa, dan peningkatan kemampuan berpikir kritismatematik siswa yang belajar dengan pembelajaran biasa secara signifikan lebih baikdaripada siswa yang belajar dengan pendekatan MEAs. Selanjutnya peningkatan kemampuanberpikir kreatif matematik siswa baik kelompok atas maupun kelompok bawah yangmemperoleh pembelajaran matematika dengan pendekatan MEAs lebih baik secara signifikandaripada siswa kelompok atas dan kelompok bawah yang mendapatkan pembelajaran biasa,dan peningkatan kemampuan berpikir kritis matematik siswa baik kelompok atas maupunkelompok bawah yang belajar dengan pembelajaran biasa lebih baik secara signifikandaripada siswa kelompok atas dan kelompok bawah yang belajar dengan pendekatan MEAs.Selanjutnya analisis data angket sikap siswa memperlihatkan bahwa siswa menunjukan sikappositif terhadap pembelajaran matematika dengan pendekatan MEAs.Kata Kunci : kemampuan berpikir kritis dan kreatif matematik, pendekatan Model ElicitingActivities (MEAs)Students thinking skills , both critical thinking and creative thinking is an important ability to have in order to solve the problems faced in a changing world . Mathematics learning approach to model - eliciting Activities (MEAs) is an alternative approach that seeks to improve the ability to think critically and creatively mathematics students to continue well trained . This study aims to examine the increase in critical and creative thinking skills among students receiving mathematics learning mathematics with MEAs and approach learning with students receiving regular lessons well reviewed as a whole and viewed in a group of students ( groups above and below the group ) . In addition revealed the attitude of students towards learning mathematics with MEAs approach . The study design was a pre-test post-test control group design . The research was conducted at the high school at midlevel. Data were collected through Tests and questionnaires. Data analysis was conducted on the mean normalized gain between the two groups of samples using the similarity of the two averages. The results showed that an increase in the ability of creative thinking of students who are learning mathematics with MEAs approach is significantly better than students who studied the regular learning , and enhancement of critical thinking skills that students learn mathematics with common learning is significantly better than students who learn to approach MEAs . Further increase students  ability to think creatively mathematics both groups above and below the group that obtained the learning of mathematics with MEAs approach is significantly better than the group of students and groups that get under ordinary learning, and improved students mathematical thinking skills critically well below the top group and the group that learn with regular learning is significantly better than the group of students and a group under study with MEAs approach . Further analysis of students attitudes questionnaire data showed that students showed a positive attitude towards learning mathematics with MEAs approach .Key words : ability to think critically and creatively mathematical, approach to eliciting Model Activities (MEAs)"
S0,Jurnal Infinity,"RUANG BARISAN SELISIH C0 m ,C m ,l m DAN lp m ","Ruang urutan sebagai salah satu konsep dalam analisis, membahas tentang urutan yang ruang urutan 0, , and  1 . Beberapa hasil penelitian sebelumnya membuktikan bahwa ruang urutan 0, , and  1 adalah ruang Banach, Solid dan BK-Ruang. Berdasarkan ilustrasi di atas, tesis ini akan membahas tentang perbedaan urutan ruang   ,   , 0  dan   untuk semua m  N, adalah ruang Banach, Solid, BK-Ruang dan Pengoperasian dari perbedaan ruang urutan linear yang berkesinambungan. Metode yang digunakan dalam penelitian ini adalah dengan mempelajari dan bahan memeriksa tentang perbedaan urutan ruang  ,   , 0  dan   untuk semua m  N melalui karya ilmiah yang terkandung dalam sebuah publikasi dari jurnal yang sama dan buku teks yang mendukung. Hasil penelitian ini membuktikan bahwa perbedaan urutan spaces   ,   , 0  dan   untuk semua m  N, adalah ruang Banach, Solid, BK-Ruang dan Pengoprasian dari perbedaan ruang urutan linear yang berkesinambungan.Kata Kunci : Ruang Norm, Solid, BK-Ruang (Banach Kontinyu) dan Operator Linear KontinuSequences spaces as one concept in analysis, discussing about sequences which are sequences spaces 0, , and  1 . Some previous resecrhes han proved that sequences spaces 0, , and  1 are Banach spaces, Solid and BK-Spaces. Based on illustration above, this thesis will discuss abouth differences sequences spaces   ,   , 0  and   for all , are Banach spaces, Solid, BK-Spaces and and operator from the defferences sequences spaces is linear and continuous. The method that used in this thesis are by studying and examining materials about differences sequences spaces   ,   , 0  and   for all  through scientifit work which be contained in a publication of same journal and supporting text book. The result of this research proved that differences sequences spaces   ,   , 0  and   for all , are Banach spaces, Solid, BK-Spaces and operator from the defferences sequences spaces is linear and continuous.Key words : Norm spaces, Solid, BK-Spaces (Banach Continuous) and Linear Continuous Operators"
S0,Jurnal Infinity,"PERANGKAT PEMBELAJARAN MATEMATIKA BERBASIS SMART (Specific, Measurable, Achievable, Realistic, and Time-bound) ","ABSTRAKPengembangkan perangkat pembelajaran menggunakan modifikasi model 4-D (menjadi 3D) Thiagarajan yaitu sebagai berikut: (1) pendefinisian, (2) perancangan, dan (3) pengembangan. Perangkat pembelajaran yang dikembangkan adalah (1) Silabus, (2) Rencana Pelaksanaan Pembelajaran (RPP), (3) Modul. Data diperoleh melalui lembar validasi, tes prestasi belajar. Data diolah dengan deskriptif, analisis uji banding sample t test. Proses pengembangan perangkat menghasilkan: 1. Perangkat pembelajaran adalah valid setelah melalui revisi berdasarkan penilaian para ahli dan teman sejawat. Hasil penilaian akhirnya diperoleh rata-rata nilai validitas Silabus 3.36, RPP 3.24, dan validitas Modul 3.23 (skor tertinggi 4) termasuk kriteria valid, 2. Implementasi perangkat pembelajaran menyatakan prestasi belajar siswa kelas uji coba perangkat dengan rata-rata 70.33 lebih baik dari pada prestasi belajar siswa pada kelas kontrol dengan rata-rata 60,60. Berdasarkan hasil perangkat valid dan pembelajaran efektif menunjukkan pengembangan perangkat tercapai.Kata Kunci : perangkat pembelajaran, SMARTABSTRACTDeveloping a teaching intruments using a modified model of 4-D (to 3D) Thiagarajan is as follows: (1) Definition, (2) Design, and (3) Development. Teaching instruments was developed (1) Syllabus, (2) Lesson Plan, (3) Module. Data obtained through the sheet validation, test learning achievement. The data were processed with descriptive and comparative analysis sample t test. Development process instruments resulted in: 1. Teaching instruments is valid after revision based on the assessment of experts and peers. Assessment results finally obtained an average value Syllabus validity 3,36; Lesson Plan 3,24; and validity module is 3,23 (highest score 4) include a valid criterion, 2. Implementation of the stated learning class student achievement test instruments with an average of 70,33 better than the learning achievement of students in the control class with an average of 60.60. Based on the results of a valid and effective teaching instruments shows the development achieved.Keywords : Teaching Instruments, SMART"
S0,Jurnal Infinity,PENGARUH KECEMASAN MATEMATIKA (MATHEMATICS ANXIETY) TERHADAP KEMAMPUAN KONEKSI MATEMATIS SISWA SMP ,"ABSTRAK                    Matematika yang dianggap momok bagi siswa dapat menumbuhkan kecemasan saat siswa berhadapan dengannya. Studi tentang kecemasan ini menjadi salah satu faktor penting untuk dikaji. Penelitian ini untuk mengetahui hubungan dan pengaruh antara kecemasan matematika dengan kemampuan koneksi matematis. Data diolah menggunakan metode regresi-korelasi ganda menggunakan instrumen angket kecemasan matematika yang terbagi dalam tiga kriteria kecemasan matematika, tes kemampuan koneksi matematis berbentuk soal uraian. Hasil analisis menunjukkan hubungan negatif antara kecemasan matematika dengan kemampuan koneksi matematis. Koefisien regresi menunjukkan pengaruh negatif antara kecemasan matematika dengan kemampuan koneksi matematis siswa.Kata Kunci : kemampuan koneksi matematis siswa, kecemasan matematikaABSTRACTMathematics is considered a scourge for students to grow when students are dealing with anxiety. The study of anxiety has become one of the important factors to be studied. This study was to determine the relationship between math anxiety and influence the ability of mathematical connections. The data were processed using the method of multiple regression-correlation using math anxiety questionnaire instrument is divided into three criteria mathematics anxiety, test the ability to connect mathematical description of the form of matter. The analysis showed a negative relationship between math anxiety with mathematical connection capabilities. Regression coefficient indicates a negative influence between mathematics anxiety with mathematical connection ability students.Keywords : mathematical connection ability students, math anxiety"
S0,Jurnal Infinity,PENGARUH PENGGUNAAN METODE DISCOVERY TERHADAP KEMAMPUAN ANALOGI MATEMATIS SISWA SMK AL-IKHSAN PAMARICAN KABUPATEN CIAMIS JAWA BARAT ,"ABSTRAK                    Penelitian ini merupakan penelitian dengan desain factorial disign, yang bertujuan untuk mengetahui pengaruh metode discovery terhadap kemampuan analogi dan generalisasi matematis siswa SMK. Populasi penelitian ini adalah seluruh siswa SMK Al-Ikhsan Pamarican Kabupaten Ciamis Jawa Barat, dan pengambilan sampel penelitian dilakukan dengan teknik Cluster Random Sampling, yaitu dengan memilih siswa kelas X sebanyak dua kelas sebagai sampel dalam penelitian ini. Penelitian ini terdiri dari dua kelompok pembelajaran, yaitu pembelajaran dengan metode discovery dan pembelajaran dengan metode ekspositori. Kelas X.1 dijadikan sebagai kelompok eksperimen, sedangkan kelas X.2 dijadikan sebagai kelompok kontrol. Setiap kelompok terdiri dari 36 siswa yang terbagi kedalam tiga kemampuan siswa berbeda, yaitu siswa berkemampuan tinggi, siswa berkemampuan sedang dan siswa berkemampuan rendah kelasnya. Data penelitian dikumpulkan melalui tes, angket, observasi dan wawancara. Hasil penelitian ini adalah Peningkatan kemampuan analogi matematis siswa yang memperoleh pembelajaran dengan metode discovery lebih baik daripada siswa yang memperoleh metode pembelajaran dengan metode ekspositori.Kata Kunci : pembelajaran dengan metode discovery, kemampuan analogi matematisABSTRACTThis research is disign factorial design, which aims to determine the effect on the ability analogy discovery method and SMK students mathematical generalization. The study population was all students of SMK Al - Ikhsan Pamarican Kudat District of West Java, and sampling studies conducted by cluster random sampling technique, ie by selecting the class X as much as two classes as the sample in this study. The study consisted of two groups of learning, ie learning by discovery and learning method with expository method. X.1 class used as the experimental group, while the X.2 class used as the control group. Each group consisted of 36 students, divided into three different student abilities, ie high ability students, students and students capable of being low-ability class. Data were collected through tests, questionnaires, observations and interviews. The results of this study are the increased capability of mathematical analogy with the learning of students who obtain discovery method is better than the students who received learning method with expository method.Keywords:learning by discovery method, the ability of mathematical analogy"
S0,Jurnal Infinity,PENGARUH BENTUK TES FORMATIF ASSOSIASI PILIHAN GANDA DENGAN REWARD DAN PUNISHMENT SCORE PADA PEMBELAJARAN MATEMATIKA SISWA SMA ,"ABSTRAK                    Penelitian ini mengkaji dan menemukan bentuk tes formatif yang efektif yaitu dengan penggunaan bentuk tes formatif assosiasi pilahan ganda dengan reaward dan punishment score pada pembelajaran matematika siswa SMA. Adapun objek penelitian yang akan dilakukan pada penelitian ini adalah SMA Provinsi DKI Jakarta. Sampel yang diambil adalah SMA N 16 Jakarta Barat dan SMA N 46 Jakarta Timur. Tes formatif adalah tes yang diberikan secara periodik dalam proses pembelajaran yang bertujuan untuk memantau perkembangan siswa. Selain itu, sebagai bentuk evaluasi pembelajaran tes formatif diberikan untuk mengetahui bagaimana umpan balik siswa dalam proses pembelajaran untuk perbaikan konteks pembelajaran di dalam kelas. Dari hasiil pengujian diperoleh p-value (Asymp Sig) kelas eksperimen adalah 0,355 > 0,05 = a, dan p-value (Asymp Sig) kelas kontrol adalah 0,031 < 0,05 = a, maka hipotesis H0 ditolak. Hal ini menunjukkan adanya pengaruh pemberian tes formatif bentuk asosiasi pilihan ganda dengan reward score terhadap hasil belajar matematika siswa pada pokok bahasan turunan fungsi. Dengan demikian, tes formatif assosiasi pilihan ganda dengan reward dan punishment score yang cocok dengan pembelajaran matematika SMA efektif diterapkan dalam proses pembelajaran terutama dalam evaluasi pembelajaran.Kata Kunci : Tes Formatif assosiasi pilahan ganda, reaward dan punishment score, Hasil BelajarABSTRACTThis study reviews and find effective forms of formative tests is to use a test double increments formative associations with reaward and punishment scores of high school students in learning mathematics. The object of the research to be conducted in this study were high school DKI Jakarta. Samples taken are SMAN 16 Jakarta, West Jakarta and East High School N 46. Formative test is a test that is administered periodically in the learning process that aims to monitor student progress. In addition, as a form of formative evaluation of learning tests are given to determine how the student feedback for improvement in the learning process in the classroom learning context. Hasiil obtained from testing the p-value (Asymp Sig) is an experimental class 0.355 > 0.05 = , and the p-value (Sig Asymp) control class is 0.031 < 0.05 = , then H0 is rejected. This shows the effect of giving formative test multiple choice form of association with reward math scores on learning outcomes of students on the subject of the derivative function. Thus, multiple-choice tests formative associations with reward and punishment score that matches the effective teaching high school mathematics implemented in the learning process, especially in the evaluation of learning.Keywords : association Formative Test double increments, reaward and punishment scores, Learning Outcomes"
S0,Jurnal Infinity,PENGEMBANGAN PEMBELAJARAN ERA POST MODERN MENUJU KETERCAPAIAN KEMAMPUAN MATEMATIS SISWA ,"ABSTRAK                    Masalah pendidikan saat ini adalah masalah berpendidikan kelangsungan hidup masa depan. Jadi kegagalan dalam mencapai tujuan pendidikan dan pembelajaran matematika pada khususnya, juga akan memberikan kontribusi atau menentukan kelangsungan hidup bangsa ke depan. Selain menunjukkan belajar fakta matematika di sekolah belum dapat menuju ke arah tercapainya tujuan pendidikan. Menafsirkan hal tersebut, sikap yang benar adalah optimalisasi sikap profesional guru matematika, antara lain untuk mengembangkan pembelajaran melalui rencana pembelajaran dengan mempertimbangkan tujuan yang ingin dicapai atau sejalan dengan amanat kurikulum, bahan ajar, karakteristik peserta didik dan kemudian terintegrasi dengan makna belajar siswa sebagai kegiatan berpikir (cognition activities). Dan belajar membangun sifat siswa memahami konsep materi (konstruktivism) dari masalah yang diketahui siswa (kontekstual), solusi langkah-langkah panduan pada masalah terstruktur, selain guru intervensi interaktif dan rasa, yang memungkinkan setiap pembelajaran matematika telah selesai untuk masing-masing urutan bahan ajar yang dapat memberikan kepada setiap siswa untuk mencapai keterampilan matematika minimal sebagaimana diamanatkan oleh kurikulum pendidikan nasional.Kata Kunci : tujuan pendidikan, pengembangan pembelajaran matematikaABSTRACTThe problem of education today is the problem of educated future viability. So the failure in achieving the goals of education and learning of mathematics in particular, will also contribute to or determine the viability of the nation forward. Moreover showed learning math facts at school yet to even just towards the achievement of educational goals. Interpret this, the right attitude is the optimization of the professionalism of teachers of mathematics, among others, to develop learning through the lesson plan by considering the goals you want or be achieved or in line with the mandate of the curriculum, teaching materials, characteristic of the learner and then integrated with the meaning of student learning as the activity of thinking (activities cognition). And learning the nature of students understanding of the concept of constructed material (constructivist) of the known issues students (contextual) guided steps solution on structured problems, in addition to the intervention teachers interactively and taste, allowing every mathematics learning has been completed for each sequence of teaching materials can deliver every student achieve minimal mathematical skills as mandated by the national education curriculum.Keywords : Educational goals, the development of learning mathematics."
S0,Jurnal Infinity,ANALISIS KORESPONDENSI HASIL BELAJAR SISWA PADA MATA PELAJARAN MATEMATIKA SMANSA KARANGANYAR TAHUN AJARAN 2013/2014 ,"ABSTRAK                    Tujuan penelitian ini adalah untuk mengetahui: (1) ada tidaknya hubungan antara kemandirian belajar siswa dengan hasil belajar pada mapel matematika dengan menggunakan analisis korespondensi, (2) ada tidaknya hubungan antara kemampuan awal siswa dengan hasil belajar pada mapel matematika dengan menggunakan analisis korespondensi. Penelitian dilakukan di SMANSA Karanganyar kelas XII IPS 4 semester 1 pokok bahasan program linier dengan menggunakan analisis korespondensi. Teknik pengumpulan data dengan menggunakan adalah metode angket dan metode dokumentasi, sedangkan metode penelitian yang digunakan metode penelitian deskriptif (Descriptive Research). Penelitian ini merupakan penelitian deskriptif yang bersifat kuantitatif dan tipe data yang disajikan berupa tipe data kategorik. Dalam penelitian ini melibatkan 2 kriterium sebagai variabel bebas yaitu kemandirian belajar dan kemampuan awal dan 1 prediktor sebagai variabel terikat yaitu hasil belajar siswa kelas XII IPS 4 semester 1 pada matapelajaran Matematika. Hasil dari penelitian ini adalah: (1) Kemandirian belajar tidak signifikan berhubungan dengan hasil belajar siswa kelas XII IPS 4 pada mapel Matematika SMANSA Karanganyar semester 1, namun hubungan antara keduanya cukup berarti. Dengan analisis korespondensi dapat ditelaah bahwa siswa dengan kemandirian belajar tinggi cenderung dekat dengan hasil belajar matematika yang memuaskan (nilai A), sedangkan kemandirian belajar sedang cenderung dekat dengan hasil belajar B. (2) Kemampuan awal tidak signifikan berhubungan dengan hasil belajar siswa kelas XII IPS 4 pada mapel Matematika SMANSA Karanganyar semester 1, namun hubungan antara keduanya cukup berarti. Dengan analisis korespondensi dapat ditelaah bahwa kemampuan awal C (60-69) dekat dengan hasil belajar A, kemampuan awal B (70-79) dekat dengan hasil belajar A, kemudian B dan C.Kata Kunci : Analisis, Hasil belajar, Korespondensi, MatematikaABSTRACTThe purpose of this study was to determine : (1) the relationship between students independent learning with learning outcomes in mathematics subjects using correspondence analysis, (2) the relationship between initial capaability of students with mathematics learning outcomes in each subject by using correspondence analysis. The study was conducted in Karanganyar SMANSA class XII IPS 4 semester 1 subject to the linear program using correspondence analysis. Data collection technique used in this study is the method of questionnaire and method of documentation, while the methods of research used descriptive research methods (Descriptive Research). This research is quantitative and descriptive data types are presented in the form of categorical data types. In this study involving 2 criterion as the independent variable and the independent learning ability as a predictor of early and 1 dependent variable is the result of students of class XII IPS 4 semesters 1 in Mathematics lesson. The results of this study are: (1) The independence of learning is not significantly related to student learning outcomes in the class XII IPS 4 maple SMANSA Karanganyar Mathematics 1st half , but the relationship between the two is quite significant . With correspondence analysis can be explored that students with high learning independence tend to be close to a satisfactory math learning outcomes (value A) , while learning independence are likely to close the learning outcomes B. (2) initial ability was not significantly related to student learning outcomes in the class XII IPS 4 maple SMANSA Karanganyar Mathematics 1st half, but the relationship between the two is quite significant. With correspondence analysis can be assessed that initial capability of C (60-69 ) is close to the results of a study , the initial capability of B ( 70-79 ) closer to learning outcomes A , then B and C.Keywords : Analysis, Learning outcomes, Correspondence, Mathematics"
